CHILDID,S1_ID,S2_ID,S3_ID,S4_ID,S5_ID,S6_ID,S7_ID,KURBAN_R,GENDER,RACE,C1R4MSCL,C2R4MSCL,C3R4MSCL,C4R4MSCL,C5R4MSCL,C6R4MSCL,C7R4MSCL,W1SESL,W3SESL,W5SESL,S2PUBLIC
0015026C,0015,0015,0015,0015,0015,7198,C016,3,1,1,36.24,51.04,51.82,86.4,123.57,139.83,160.26,1.13,1.04,1.08,1
0016001C,0016,0016, ,0016,0016,0016, ,3,1,1,39.55,64.73, ,75.1,127.88,140.61, ,-.48,-1.2, ,1
0016002C,0016, , , , , , ,3,1,1,17.4, , , , , , , , , ,1
0016003C,0016, , , , , , ,3,2,1,33.25, , , , , , , , , ,1
0016004C,0016,0016, ,0016,0016,0016,C018,3,2,1,28.63,30.41, ,44.42,61.85,98.81,126.39,-.56,-.69,-.75,1
0016005C,0016,4228, , , , , ,3,1,1,17.99,32.57, , , , , , , , ,1
0016006C,0016,0016, , , , , ,3,1,1,17.85,28.03, , , , , , , , ,1
0016007C,0016,0016, ,0016, , , ,3,2,1,20.42,22.7, ,46.62, , , ,-.77, , ,1
0016008C,0016,0016, ,0016,0016,0016,C018,3,1,1,12.72,15.21, ,22.72,41.74,60.03,79.23,-.95,-1.01,-1.19,1
0016009C,0016,0016, ,0016,0016,0016,C018,3,1,1,18.03,28.59, ,38.99,54.03,118.5,120.01,-.31,-.3,-.32,1
0016010C,0016,0016, ,0016, , , ,3,1,1,17.8,20.65, ,29.99, , , ,-1.25, , ,1
0020001C,0020,0020, ,0020,0020,0020,0020,3,2,1,22.33,30.47, ,57.49,73.83,115.21,139.62,-.3,-.32,-.45,1
0020002C,0020,0020, ,0020,0020,0020,0020,3,1,1,19.97,29.45, ,57.6,89.58,128.53,147.35,.04,.09,.3,1
0020003C,0020,0020, ,0020,0020,0020,0020,3,2,1,40.7,46.57, ,69.9,115.24,142.51,150.54,-.22,-.22,-.2,1
0020004C,0020,0020, ,0020,0020,0020,0020,3,2,1,16.5,19.67, ,29.52,61.69,86.3,130.89,-.59,-.39,-.49,1
0020005C,0020,0020, ,0020,0020,0020, ,3,1,1,18.57,23.19, ,35.91,89.42,125.66, ,-.43, ,-.41,1
0020006C,0020,0020, ,0020,0020, , ,3,2,1,18.22,25.81, ,56.92,80.79, , ,-.88, , ,1
0020007C,0020,0020, ,0020,0020,0020,0020,3,2,6,32.34,38.25, ,59.69,99.78,139.96,157.69,-.09,-.17,-.15,1
0020008C,0020,0020, ,0020,0020,0020,0020,3,1,3,22.93,29.79, ,49.44,74.62,118.38,145.61,-.48, , ,1
0020009C,0020,0020, ,0020, , , ,3,1,1,22.84,27.43, ,64.44, , , ,-.35, , ,1
0020010C,0020,0020, ,0020,0020, , ,3,1,5,24.52,30.73, ,33.13,103.16, , ,.73,.48, ,1
0020011C,0020,0020, , , , , ,3,1,1, ,28.34, , , , , , , , ,1
0020012C,0020, , , , , , ,3,2,8, , , , , , , , , , ,1
0020013C,0020,0020, ,0020,0020,0020,0020,3,2,1,21.62,35.68, ,25.26,75.05,118.87,121.5,-.29,-.47,-.52,1
0020014C,0020,0020, ,0020,0020,0020,0020,3,1,1,39.66,38.68, ,86.25,116.59,145.64,158.22,.78,.68,.65,1
0020015C,0020,4075, , , , , ,3,1,1,19.85,26.89, , , , , , , , ,1
0020016C,0020,0020, ,0020,0020,0020,0020,3,2,1,22.3,28.24, ,51.63,72.96,92.44,129.23,.08, , ,1
0020017C,0020,0020, ,0020,0020,0020,0020,3,1,1,22.35,35.92, ,39.82,-9,134.89,143.14,-.28,-.78,-.8,1
0020018C,0020,0020, ,0020,0020,0020,0020,3,1,1, ,11.57, ,16.45,41.87,52.38, ,.52,.49,.47,1
0020019C,0020,0020, ,0020,0020,0020,0020,3,1,1,26.03,33.68, ,68.71,126.06,135.75,152.31,-.58,-.75,-.68,1
0020020C,0020,0020, ,0020,0020,0020,0020,3,2,1,24.02,32.75, ,56.55,104.38,125.99,161.71,-.83,-.75,-.93,1
0020021C,0020,0020, , , , , ,3,2,1,28.25,32.68, , , , , , , , ,1
0020022C,0020,0020, ,0020,0020,0020,C019,3,1,1, ,38.97, ,36.17,109.17,127.33,152.7,-.27,-.44,-.32,1
0020023C,0020,0020, ,0020, , , ,3,1,1,29.95,39.69, ,85.94, , , ,.76, , ,1
0020024C,0020,0020, ,0020,0020,0020,0020,3,1,1,22.47,27.9, ,40.64,59.91,67.59,148.58,-.45,-.41,-.43,1
0021001C,0021,0021,0021,0021,0021,0021,D141,3,2,1,24.19,28.01,31.34,55.05,90.22,118.5,136.92,-.84,-.66,-.3,1
0021002C,0021,0021,0021,0021,0021,0021,C021,3,2,1,25.04,33.08,39.67,64.23,98.92,125.11,140.78,-.59,-.64,-.66,1
0022001C,0022,0022,0022,0022,0022, , ,3,1,1,18.69,20.97,27.37,44.06,73.7, , ,-.22, , ,1
0022002C,0022,0022,0022,0022,0022,A054,A054,3,1,1,24.67,31.57,35.04,50.28,75.79,101.03,122.89,1.09,.8,1.1,1
0022003C,0022,0022,0022,0022,0022,A054,A054,3,2,1,19.36,28.09,30.3,40.64,66.26,101.13,139.51,-.26,-.69,-.49,1
0022004C,0022,0022,0022,0022,0022, , ,3,2,1,18.45,21.04,19.04,31.48,58.47, , ,.42,-.2, ,1
0022005C,0022,0022,0022,0022,0022,A054,A054,3,2,1,26.49,28.93,38.23,48.11,102.16,137.38, ,.48,.65,.63,1
0022006C,0022,0022,0022,0022,0022,A054,A054,3,1,1,25.84,31.41,34.62,51.26,99.15,145.1,133.56,.13,-.38,-.32,1
0022007C,0022,0022,0022,0022,0022,A054,A054,3,1,1,22.22,24.24,30.69,41.45,53.79,80.75,106.45,-.7,-.73,-.65,1
0022008C,0022,0022,0022,0022,0022,A054,A054,3,2,1,26.56,37.21,41.4,63.05,102.15,140.28,139.42,-.48,-.77,-.78,1
0022009C,0022,0022,0022,0022,0022,5220,C005,3,1,1,17.51,28.75,38.87,53.14,89.1,132.93,145.17,-.46,-1.06,-1.35,1
0022010C,0022,4436,9997,4436,4436, , ,3,2,1,16.48,18.94, ,35.69,73.3, , ,.41,.55, ,1
0022011C,0022, ,9998,9997,9997, , ,3,2,1,28.66, , , , , , ,.33,.88, ,1
0022012C,0022,0022,0022,0022,0022,A054,A054,3,1,1,16.13,19.98,21.66,27.82,70.44,80.1,93.55,-.44,-.48,-.49,1
0022013C,0022,0022,0022,0022,0022,A054,A054,3,2,1,15.77,37.76,45.07,55.42,117.65,138.36,156.1,.3,.27,.25,1
0022014C,0022,0022,0022,0022,0022,A054,A054,3,1,1,20.98,25.79,39.51,47.99,99.61,132.28,156.96,.27,.15,.34,1
0022015C,0022,0022, , , , , ,3,1,1, , , , , , , , , , ,1
0022016C,0022,0022,0022,0022,0022,A054,A054,3,2,1,21.98,26.1,34,40.38,63.66,105.31,127.93,.49,.53,.19,1
0022017C,0022,0022,0022,0022,0022,A054,C005,3,2,1,15.4,29.39,38.72,45.37,80.67,118.88,135.78,-.09,-.06,-.08,1
0022018C,0022,0022,0022,0022,0022,A054,A054,3,1,1,29.02,35.22,38.84,70.14,120.86,140.4,160.39,0,-.14,-.01,1
0022019C,0022,0022,0022,0022,0022,A054,A054,3,2,1,20.65,32.51,30.01,51,107.71,128.72,152.24,.94,.85,.81,1
0022020C,0022,0025,9998,0022,0022,A054,A054,3,1,1,20.68,21.42, ,39.55,56.23,63.93,96.87,-.98,-.7,-.66,1
0022021C,0022,0022,0022,9997,9997, , ,3,1,1,32.41,35.63,41.11, , , , ,.54,.61, ,1
0022022C,0022,0022, , , , , ,3,2,1,27.76, , , , , , , , , ,1
0022023C,0022,0022,0022,0022,0022,A054,A054,3,2,1,26.36,38.69,36.32,57.84,123.39,140.98,146.96,.03,-.11,-.01,1
0022024C,0022,0022,0022,0022,0022,A054,A054,3,1,1,28,40.19,39.18,53.61,110.49,141.55,157.7,1.84,1.91,1.87,1
0022025C,0022,0022, , , , , ,3,2,1,31.67, , , , , , , , , ,1
0023001C,0023,0023,0023,0023,0023,0023,9995,3,1,1,19.26,29.29,31.81,48.1,110.92,126.43, ,-.78,-.66,-.72,1
0023002C,0023, ,0023,9997,0023,0023,0023,3,1,1,11.78, ,13.2, ,72.12,89.02,103.63,-.47,-.64,-.66,1
0023003C,0023,0023,0023,5241,5241, , ,3,1,1,28.39,42.39,47.95,53.2,113.53, , ,.15,.09, ,1
0023004C,0023, ,9102,9997,9997, , ,3,2,4,17.59, ,38.07, , , , ,-.74,-.65, ,1
0023005C,0023,0023,0023,0023,0023,0023,C005,3,2,1,27.99,42.05,38.65,66.34,95.63,129,141.84,-.34,.1,.14,1
0023006C,0023,0023,0023,0023,0023,0023, ,3,1,1,15.64,14.8,23.6,29.82,58.99,58.07, ,-.41,-.52,-.5,1
0023007C,0023,0023,0023,0023,0023,0023, ,3,1,1,19.77,27.43,36.93,48.12,89.13,104.38, ,.12,-.36, ,1
0023008C,0023,0023,9998,9997,9997,9997, ,3,2,1,20.33,24.07, , , , , ,0,-.47,-.35,1
0023009C,0023,0023,0023,0023, ,0023, ,3,1,5,23.29,24.36,28.12,44.23, ,88.79, ,-.04, , ,1
0023010C,0023,0023,5220,5220,5220, , ,3,1,1,18.61,24.67,36.05,42.83,84.37, , ,.92,.38, ,1
0023011C,0023,0023,0023,0023,0023,0023,0023,3,2,1,28.61,36.53,35.7,60.4,103.82,132.19,139.81,-.42,-.45,-.53,1
0023012C,0023,0023,0023,0023,0023,0023,0023,3,1,1,33.02,41.58,47.27,67.93,114.37,129.56,156.13,.44,.36,.33,1
0023013C,0023,0023,0023,0023,0023,0023, ,3,2,1,25.35,32.48,41.9,51.56,83.45,116.08, , , , ,1
0023014C,0023,0023,9997,9997,9997, , ,3,2,1,17.73,23.23, , , , , ,-.12,-.04, ,1
0023015C,0023,0023,0023,0023,0023,0023,0023,3,1,1,31.74,45.16,59.46,97.07,132.66,154.7,167.9,.28,.14,.33,1
0023016C,0023,0023,0023,0023,0023,0023,0023,3,2,1,28.73,45.26,52.59,73.55,119.51,144.01,168.28,.55,.49,.57,1
0023017C,0023,0023,0023,0023,0023,0023,0023,3,2,1,26.32,42.46,45.8,73.18,128.97,156.64,167.56,.19,.47,.73,1
0023018C,0023,0023,0023,0023,0023,0023,0023,3,1,1,31.5,39.86,67.86,98.06,137.54,157.15,171.22,.63,.53,.56,1
0023019C,0023,0023,0023,0023,0023,0023,0023,3,2,1,30.39,38.94,47.79,62.59,105.19,147.18,157.42,-.53,-.9,-1.05,1
0023020C,0023,0023,0023,0023,0023,0023,0023,3,1,1,22.81,29.97,26.31,59.57,82.18,127.11,154.03,.43,-.14,-.16,1
0023021C,0023,0023,0023,0023,0023,0023,0023,3,2,1,22.07,35.47,33.51,65.94,89.24,131.96,153.86,-.18,-.52,-.26,1
0023022C,0023,0023,0023,0023,0023,0023, ,3,2,1,28.57,43.73,49.99,64.49,110.71,138.57, ,-.13,-.16, ,1
0023023C,0023,0023,0023,0023,0023,0023, ,3,2,1,31.42,33.34,44.57,69.91,102.77,119.04, ,-.4,-.72,-.73,1
0023024C,0023,0023,0023,0023,5220,5220,C005,3,2,1, ,18.33,23.77,28.59,50.51,55.42,88.81,-.8,-.82,-.75,1
0023025C,0023, ,0023,9997,0023,0023,0023,3,1,1,12.99, ,15.78, ,77.42,112.55,136.81,-.47,-.64,-.66,1
0023026C,0023,0023,9997,9997,9997, , ,3,1,1,21.61,25.96, , , , , ,-.12,-.04, ,1
0024001C,0024,0024,9998,5241,5241, , ,3,2,1, ,48.91, ,67.73,108.35, , , ,.65, ,2
0024002C,0024,0024,0024,0024,0024, , ,3,1,1, ,56.23,57.62,75.99,104.24, , ,.19,.33, ,2
0024003C,0024,0024, , , , , ,3,2,1, ,44.57, , , , , , , , ,2
0024004C,0024,0024,0024,0024,5241,A061,C007,3,1,1, ,40.59,56.14,61.84,132.43,146.05,165.8,1.75,1.87,1.84,2
0024005C,0024,0024,0024,0024,0019,A505,C667,3,1,1, ,66.15,65.22,64.81,134.8,166.64,166.02,2.24,2.15,2.04,2
0024006C,0024,0024,9997,9997,9997, , ,3,1,1, ,41.66, , , , , ,1.04,1.33, ,2
0024007C,0024,0024,0024,0024,0024,A505,C667,3,1,1, ,54.87,66.17,69.86,113.17,143.54,168.16,2.32,2.15,2.3,2
0024009C,0024,0024,0024,0024,9997, , ,3,1,1, ,37.56,36.5,52.12, , , ,.13,.27, ,2
0024010C,0024,0024,0024,0024, , , ,3,1,1, ,41.13,40.54,61.8, , , ,0, , ,2
0024011C,0024,0024,5220,5220,5220, , ,3,2,1, ,43.66,41.25,63.97,94.18, , ,.47,.04, ,2
0024013C,0024,0024,0024,0024, , , ,3,1,1, ,29.72,53.08,48.87, , , ,1.15, , ,2
0024014C,0024,0024,0024,0024,9997,9997,D563,3,2,1, ,43.23,52.45,56.59, , ,154.02,.58,1.04,1.01,2
0024015C,0024,0024,9998,9997,9997, , ,3,1,1, ,34.75, , , , , ,.38,.35, ,2
0024016C,0024,0024,0024,0024,0024, , ,3,2,1, ,51.57,49.13,57.18,91.91, , ,2.21,2.02, ,2
0024017C,0024,0024,9998,6397, , , ,3,2,3, ,31.27, ,50.04, , , ,-.09, , ,2
0024018C,0024,0024,0024,0024,0024, , ,3,2,1, ,43.33,50.98,84.01,129.98, , ,2.24,2.12, ,2
0024019C,0024,0024,5288,5288, , , ,3,1,1, ,55.47,65.14,90.14, , , ,2.21, , ,2
0024020C,0024,0024, , , , , ,3,-9,-9, ,20.22, , , , , , , , ,2
0025001C,0025,0025,5241,5241,5241,A061,C007,3,1,3,34.27,45.69,54.35,95.53,127.23,155.97,169.19,1.74,1.8,1.76, 
0025002C,0025,0025,5241,5241, , , ,3,1,1,19.63,30.21,41.94,51.65, , , ,-1.13, , , 
0025003C,0025,0025,5241,5241,5241,A061,C007,3,2,1,31.7,45.55,51.43,37.33,123.09,119.21,156.65,-.13,-.29,-.15, 
0025004C,0025,0025, , , , , ,3,1,1,29.14, , , , , , , , , , 
0025005C,0025,0025,5241,5241,5241,A061,C007,3,2,1,25.64,46.12,46.21,67.03,114.6,142.44,152.16,1.16,1.21,1.18, 
0025006C,0025,0025,5241,5241,5241,A061,C007,3,1,1,11.48,-9,20.84,25.56,-9,59.68,95.61,-1.4,-1.62,-1.89, 
0025007C,0025,0025,5241,5241,0022, , ,3,1,1,12.56,21.61,23,28.46,62.86, , ,-.31,-1.02, , 
0025009C,0025,0025,5241,6009,8199, , ,3,2,8,20.8,28.69,33.48,46.91,80.13, , ,-.92,-.39, , 
0025011C,0025,0025,5241,5241,5241,A061,9995,3,2,1,20.3,23.99,45.07,71.16,104.61,118.42, ,-.74,-1.15,-.98, 
0025012C,0025,0025,5241,9995,9997, , ,3,1,1,19.6,27.47,30.44, , , , ,-.88,-.2, , 
0025013C,0025, , , , , , ,3,1,1,19.26, , , , , , , , , , 
0025014C,0025,0025,5241,5241,5241,A061,C007,3,2,1,27.47,35.84,37.72,60.24,73.63,100.38,120.89,.08,-.6,-.5, 
0025015C,0025,0025,9997,9997, , , ,3,1,1,26.76,47.59, , , , , ,.7, , , 
0025016C,0025,0025,5241,5241,5241,A061,C007,3,2,1,35.99,41.79,46.76,53.69,100.73,139.36,146.08,-1.08, ,-1.56, 
0025017C,0025,0025,5241,5241, , , ,3,1,1,13.54,21.24,24.18,30.13, , , ,-.93, , , 
0025018C,0025,0025,9998,5220,5220,5220,C005,3,2,1,19.08,36.52, ,60.71,91.49,116.41,143.3,.19,.08,.13, 
0025019C,0025, ,9102,9997, , , ,3,2,1,22.03, ,40.16, , , , ,-.4, , , 
0025020C,0025,0025,5241,5241,5241,A061,C007,3,2,1,22.84,31.13,41.69,37.5,62.92,72.33,120.72,-.28,-.35,-.3, 
0025021C,0025,0025,5241,5241,5241,A061,C007,3,1,1,21.26,29.82,37.69,85.61,91.01,131.29,141.18,-.49, , , 
0025022C,0025,0025,5241,5241,5241,A506, ,3,1,3,18.09,28.48,36.43,55.34,83.54,105.99, ,-.15,-.79, , 
0025023C,0025,0025,5241,5241,5241, , ,3,1,1,25.53,40.6,34.7,58.42,102.52, , ,-1.28, , , 
0025024C,0025,0025,5241,5241,5241,A061,C667,3,2,1,13.59,19.38,15.97,38.16,44.76,76.94,94.85,-1.05, ,-1.91, 
0026001C,0026,0026, ,0026,0026,0026,C048,3,1,1,19.32,22.99, ,49.87,104.27,103.76,140.98,.36,.27,.35, 
0026002C,0026,0026, ,0026,0026,9997,C049,3,1,1,17.3,30.42, ,42.62,89.24, ,110.18,.77,.68,.73, 
0026003C,0026,0026, , , , , ,3,2,3,31.04,40.33, , , , , , , , , 
0026004C,0026,0026, ,0026, , , ,3,1,1,31.14,48.47, ,36.91, , , ,-.24, , , 
0026005C,0026,0026, ,0026,0026,0026,C048,3,1,1,44.31,74.5, ,102.68,153.57,161.25,167.52,.32,.34,.38, 
0026006C,0026,0026, ,0026,0026,0026,C048,3,1,1,25.06,35.91, ,53.6,106.3,128.72,131.46,-.75,-.8,-.7, 
0026007C,0026,0026, ,0026,0026,0026,C048,3,1,1,20.41,30.22, ,43.78,76.94,118.15,149.09,.12,.08,.01, 
0026008C,0026,0026, ,0026,0026, , ,3,2,1,29.58,45.21, ,60.1,117.16, , ,.86,.68, , 
0026009C,0026,0026, , , , , ,3,1,1,44.77,48.43, , , , , , , , , 
0026010C,0026,0026, ,0026,0026,0026,C048,3,1,1,32.84,36.59, ,37.13,112.18,134.92,155.69,1.08,.68,.22, 
0026011C,0026,0026, ,0026,0026,2001,A868,3,2,1,33.38,38.44, ,91.53,121.81,155.52,167.83,1.29,1.14,1.19, 
0026012C,0026,0026, ,0026, , , ,3,2,1,22.93,29.55, ,77.1, , , ,1.41, , , 
0026013C,0026,0026, ,0026, , , ,3,2,1,19.39,24.36, ,62.41, , , ,.99, , , 
0026014C,0026,0026, ,0026,0026,0026,C048,3,2,1,22.67,33.55, ,63.54,98.71,123.75,137.49,.01,-.06,-.12, 
0026015C,0026,0026, ,0026,0026,0026,C048,3,1,1,25.55,36.53, ,50.48,87.38,101.94,132.79,-.44,-.5,-.52, 
0028001C,0028,0028,0028,0028,0028, , ,3,2,8,21.34,32.42,42.81,44.33,83.63, , ,1.04,.9, ,2
0028002C,0028,0028,0028,0028,0028,0028,C005,3,2,1,41.16,53.48,90.16,104.86,118.71,150.79,163.42,2.38,2.24,2.21,2
0028003C,0028,0028,0028,0028,0028,0028,C007,3,1,1,24.84,38.88,45.34,60.15,115.88,141.53,153,.64,.11,.53,2
0028004C,0028,0028,0028,0028,0028, , ,3,1,1,26.83,36.83,38.1,60.56,104.1, , ,0,-.12, ,2
0028005C,0028,0028,0028,0028,0028,0028,C005,3,1,1,52.82,65.3,54.93,88.61,117.05,157.44,167.13,.03,-.41,-.5,2
0028006C,0028,0028,0028,0028,0028,A061,C007,3,2,1,30.27,37.68,43.74,88.61,89.11,125.99,144.9,1.34,1.21,1.19,2
0028007C,0028,0028,0028,0028,0028,0028,C005,3,1,1,33.97,42.66,42.19,70.34,113.28,144.74,165.44,1.29,1.12,1.2,2
0028008C,0028,0028,0028,0028,0028,0028,C005,3,2,1,19.8,40.82,41.74,46.52,78.76,98.19,126.61,-.41,-.48,-.5,2
0028009C,0028,0028,0028,0028,0028,0028,C005,3,2,1,28.08,40.09,37.85,83.78,111.39,151.42,161.59,1.16,1.21,1.18,2
0028010C,0028,0028,0028,0028,0028,0028,C005,3,2,1,32.18,42.73,50.41,65.44,132.58,155.83,169.08,1.32,1.23,1.2,2
0028011C,0028,0028,0028,0028,0028,0028,C005,3,1,1,25.98,31.8,36.78,62.89,73.62,103.38,145.31,-.11,-.22,-.17,2
0028012C,0028,0028,0028,0028,0028,0028,C005,3,2,1,42.62,49.75,61.27,89.01,122.57,144.31,163.48,1.53,1.5,1.47,2
0028013C,0028,0028,0028,0028,0028,0028,C005,3,2,1,29.43,51.97,48.08,86.5,113.35,143.61,165.41,1.11,1.14,1.11,2
0028014C,0028,0028,0028,0028,0028,0028,C005,3,2,1,31.02,42.93,41.48,85.17,102.3,151.23,161.06,-.29,-.4,-.43,2
0029001C,0029,0029, ,0029, , , ,3,1,5,19.15,25.25, ,31.45, , , , , , ,1
0029002C,0029,0029, ,0029,0029,0029,A424,3,1,1,23.26,23.25, ,50.88,70.47,96.3,113.23,-.24,-.23,-.32,1
0029003C,0029,0029, ,0029,0029,9997,E115,3,1,1,21.59,27.1, ,53.92,97.07, ,119.11,.14,-.08,.16,1
0029004C,0029,0029, ,0029,0029,0029,A424,3,2,1,39.05,47.27, ,36.47,126.62,139.86,160.66,.65,.57,.54,1
0029005C,0029,0029, , , , , ,3,2,1,29.98,46.74, , , , , , , , ,1
0029006C,0029,0029, ,0029,0029,0029,A424,3,1,1,20.2,29.21, ,48.43,-9,117.97,151.31,.14,.11,.04,1
0029007C,0029,0029, ,0029,0029,0029,A424,3,1,1,20.39,26.58, ,65.54,104.25,111.51,137,-.09,-.07,.72,1
0029008C,0029,0029, ,0029, , , ,3,2,1,24.61,31.46, ,54.26, , , ,-.79, , ,1
0029009C,0029,0029, ,0029,0029,0029,A424,3,1,1,56.43,75.51, ,100.3,129.8,164.42,169.28,.3,-.11,-.13,1
0029010C,0029,0029, ,0029, , , ,3,2,1,22.84,33.03, ,52.74, , , ,-.2, , ,1
0029012C,0029,0029, ,0029,0029,0029,A424,3,1,1,28.95,32.55, ,75.44,127.18,145.65,155.71,1.17,1.12,1.09,1
0029013C,0029,0029, ,0029,0029,0029,A424,3,1,1,20.2,29.5, ,40.9,89.4,135.78,140.72,-.04,-.01,-.04,1
0029014C,0029,0029, ,0029,0029, , ,3,1,1,20.14,23.3, ,42.48,64.74, , , , , ,1
0029015C,0029,0029, , , , , ,3,2,1,25.69, , , , , , , , , ,1
0029016C,0029,0029, ,0029,0029, , ,3,1,1,32.66,36.31, ,76.17,120.7, , ,-.03,.53, ,1
0029020C,0029,0029, ,0029,0029,A424,C055,3,2,1,48.59,71.87, ,83.53,149.5,151.25,159.95,1.35,1.27,1.24,1
0029021C,0029,0029, ,0029,0029, , ,3,2,1,20.4,34.54, ,35.29,91.5, , ,-.06,.3, ,1
0029022C,0029,0029, ,0029,0029,0029,A424,3,1,1,14.78,18.85, ,30.11,60.47,90.58,118.09,-.43,-.52,-.75,1
0029023C,0029,0029, , , , , ,3,1,1,12.56,19.38, , , , , , , , ,1
0029024C,0029,0029, , , , , ,3,1,1,14.44,24.12, , , , , , , , ,1
0032001C,0032,0032, , , , , ,2,1,5,28.55,43.65, , , , , , , , ,1
0032002C,0032,0032, ,0032,7199,7199,C014,2,2,5,37.88,45.03, ,81.07,120.19,151.21,171.46,.58, , ,1
0032003C,0032, , , , , , ,2,2,1,30.22, , , , , , , , , ,1
0032004C,0032,0032, ,0032, , , ,2,1,1,21.57,29.58, ,49.21, , , ,.07, , ,1
0032006C,0032,0032, ,0032,0032, , ,2,1,4,19.99,36.21, ,55.71,104.03, , ,-.06,-.06, ,1
0032007C,0032,0032, ,0032, , , ,2,1,1,45.41,54.49, ,87.27, , , ,.6, , ,1
0032008C,0032,0032, ,0032,0032,7199,C014,2,1,1,35.77,43.08, ,79.78,117.3,141.86,150.55,.7,.73,.86,1
0032009C,0032,0032, ,0032, , , ,2,2,1,22.34,26.84, ,41.32, , , ,-.61, , ,1
0032010C,0032,0032, , , , , ,2,1,1,20.55,31.07, , , , , , , , ,1
0032011C,0032,0032, ,0032,0032, , ,2,2,1,14.01,24.11, ,46.88,75.4, , ,-.77,-1.01, ,1
0032012C,0032,0032, ,0032, , , ,2,1,1,29.4,49.11, ,57.4, , , ,-.03, , ,1
0032013C,0032,0032, ,0032,0032, , ,2,2,1,21.83,32.11, ,54.5,88.53, , ,-.28,-.62, ,1
0032014C,0032, , , , , , ,2,1,2,25.66, , , , , , , , , ,1
0032015C,0032,0032, , , , , ,2,2,1,28.62,44.33, , , , , , , , ,1
0032016C,0032,0032, , ,7384, , ,2,1,1,22.89, , , ,106.35, , , , , ,1
0032017C,0032,0032, ,0032,7384,7384,E224,2,1,2,20.17,25.18, ,48.71,103.86,114.56,146.95,-.21, , ,1
0032018C,0032,0032, , , , , ,2,1,1,20.84,39.43, , , , , , , , ,1
0032019C,0032,0032, ,0032,7384,7384,C014,2,2,1,24.66,30.51, ,48.83,106.97,124.94,141.51,-1.75,-1.34, ,1
0032020C,0032,0032, , , , , ,2,1,2,20.78,23.54, , , , , , , , ,1
0032021C,0032,0032, ,0032, , , ,2,1,1,27.47,50.98, ,80.95, , , ,-.46, , ,1
0032022C,0032,0032, ,0032,7384,9997,C098,2,1,1,15.41,22.43, ,29.98,74.92, ,128.84,-.73,-.63,-.58,1
0032023C,0032,0032, , , , , ,2,2,1,23.86,29.22, , , , , , , , ,1
0032024C,0032,0032, ,0032,0032,7384,9995,2,1,1,28.67,32.61, ,61.32,102.55,120.83, ,-.18,-.45,-.59,1
0032025C,0032,0032, , , , , ,2,1,1,21.96,36.37, , , , , , , , ,1
0033001C,0033,0033, ,0033,0033, , ,2,2,4,18.73,25.83, ,47.3,81.44, , ,1.07,.75, ,1
0033002C,0033,0033, ,0033, , , ,2,2,1,36.16,52.29, ,105.28, , , ,1.51, , ,1
0033003C,0033,0033, ,0033,0033,0033,C065,2,2,1,25.78,31.21, ,59.69,99.36,134.01,137.44,1.11,1.09,1.06,1
0033004C,0033,0033, , , , , ,2,1,1,16.05, , , , , , , , , ,1
0033005C,0033,0033, ,0033,0033,0033,C065,2,1,1,21.62,31.11, ,64.97,101.64,147.2,160.79,.39,-.33,-.34,1
0033006C,0033,0033, ,0033,0033,0033,C065,2,2,1,24.64,27.35, ,51.49,106.85,122.36,135.57,.02,.14,.11,1
0033007C,0033,0033, ,0033,0033,0033, ,2,1,1,21.12,31.77, ,55.01,72.44,115.69, ,-.13,-.03, ,1
0033008C,0033,0033, ,0033,0033,0033,C067,2,2,1,29.62,49.6, ,78.49,113.64,153.24,166.75,.35,.28,.25,1
0033009C,0033,0033, ,0033,0033,0033,C067,2,1,1,25.7,30.53, ,70.18,105.35,124.95,135.51,.47,.56,.53,1
0033010C,0033,0033, , , , , ,2,1,1,43.3,53.41, , , , , , , , ,1
0033011C,0033,0033, ,0033,0033,0033,C067,2,2,1,21.92,44.86, ,55.29,132.36,153.83,163.36,-.14,-.24,.44,1
0033012C,0033,0033, ,0033,0033,0033,C065,2,2,1,33.85,46.31, ,58.95,92.52,111.98,142.57,-.44,-.47,-.49,1
0033013C,0033,0033, ,0033,8487,A798, ,2,1,3,19.71,33.4, ,42.56,86.86,97.93, ,-.71,-.75,-.76,1
0033014C,0033,0033, ,0033,0033,0033,C065,2,2,1,24.43,31.71, ,62.93,90.19,115.69,145.41,-.27,-.66,-.68,1
0033015C,0033,0033, ,0033,0033,0033,C067,2,2,1,38.4,44.99, ,78.16,130.89,142.01,161.49,.77,.9,.86,1
0033016C,0033,0033, ,0033,0033,0033,C067,2,2,1,28.7,42.29, ,62.69,118.33,149.4,154.99,.13,.74, ,1
0033017C,0033,0033, ,0033,0033,0033,C065,2,1,1,15.23,26.86, ,64.34,95.19,121.86,155.78,.42,.34,.31,1
0033018C,0033,0033, ,0033,0033,0033,C065,2,1,1,22.45,31.3, ,76.45,130.06,147.62,164.26,.57,.55,.53,1
0033020C,0033,0033, ,0033,0033,0033,C067,2,2,1,27.93,45, ,81.07,140.91,142.12,167.85,.14,.27,.63,1
0033021C,0033,0033, ,0033,0033, , ,2,2,1,32.42,60.24, ,86.75,138.07, , ,.5,.31, ,1
0033022C,0033,0033, ,0033,0033,0033,C067,2,1,1,19.72,27.69, ,37.41,61.51,106.06,135.43,-.32,-.46,-.48,1
